SMEs,Location,Activity,"Turnover January,2018 (Pounds in millions)","Pre-tax Profit January,2018 (Pounds in millions)",Tax 2018 (Pounds in millions) ,"No of Employee January,2018","Turnover Febuary,2018 (Pounds in millions)","Pre-tax Profit Febuary,2018 (Pounds in millions)","Tax Febuary,2018 (Pounds in millions)","No of Employee Febuary,2018","Turnover March,2018 (Pounds in millions)","Pre-tax Profit March,2018 (Pounds in millions)","Tax March,2018 (Pounds in millions)","No of Employee March,2018","Pre-tax Profit April,2018 (Pounds in millions)","Tax April,2018 (Pounds in millions)","No of Employee April,2018","Turnover May,2018 (Pounds in millions)","Pre-tax Profit May,2018 (Pounds in millions)","Tax May,2018 (Pounds in millions)","No of Employee May,2018","Turnover June,2018 (Pounds in millions)","Pre-tax Profit June,2018 (Pounds in millions)","Tax June,2018 (Pounds in millions)","No of Employee June,2018","Turnover July,2018 (Pounds in millions)","Pre-tax Profit July,2018 (Pounds in millions)","Tax July,2018 (Pounds in millions)","No of Employee July,2018","Turnover August,2018 (Pounds in millions)","Pre-tax Profit August,2018 (Pounds in millions)","Tax August,2018 (Pounds in millions)","No of Employee August,2018","Turnover September,2018 (Pounds in millions)","Pre-tax Profit September,2018 (Pounds in millions)","Tax September,2018 (Pounds in millions)","No of Employee September,2018","Turnover October,2018 (Pounds in millions)","Pre-tax Profit October,2018 (Pounds in millions)","Tax October,2018 (Pounds in millions)","No of Employee October,2018","Turnover November,2018 (Pounds in millions)","Pre-tax Profit November,2018 (Pounds in millions)","Tax November,2018 (Pounds in millions)","No of Employee November,2018","Turnover December,2018 (Pounds in millions)","Pre-tax Profit December,2018 (Pounds in millions)","Tax December,2018 (Pounds in millions)","No of Employee December,2018","Turnover January,2019 (Pounds in millions)","Pre-tax Profit January,2019 (Pounds in millions)","Tax January,2019 (Pounds in millions)","No of Employee January,2019","Turnover Febuary,2019 (Pounds in millions)","Pre-tax Profit Febaury,2019 (Pounds in millions)","Tax Febuary,2019 (Pounds in millions)","No of Employee Febuary,2019","Turnover March,2019 (Pounds in millions)","Pre-tax Profit March,2019 (Pounds in millions)","Tax March,2019 (Pounds in millions)","No of Employee March,2019","Turnover April,2019 (Pounds in millions)","Pre-tax Profit April,2019 (Pounds in millions)","Tax April,2019 (Pounds in millions)","No of Employee April,2019","Turnover May,2019 (Pounds in millions)","Pre-tax Profit May,2019 (Pounds in millions)","Tax May,2019 (Pounds in millions)","No of Employee May,2019","Turnover June,2019 (Pounds in millions)","Pre-tax Profit June,2019 (Pounds in millions)","Tax June,2019 (Pounds in millions)","No of Employee June,2019","Turnover July,2019 (Pounds in millions)","Pre-tax Profit July,2019 (Pounds in millions)","Tax July,2019 (Pounds in millions)","No of Employee July,2019","Turnover August,2019 (Pounds in millions)","Pre-tax Profit August,2019 (Pounds in millions)","Tax August,2019 (Pounds in millions)","No of Employee August,2019","Turnover September,2019 (Pounds in millions)","Pre-tax Profit Semptember,2019 (Pounds in millions)","Tax September,2019 (Pounds in millions)","No of Employee September,2019","Turnover October,2019 (Pounds in millions)","Pre-tax Profit October,2019 (Pounds in millions)","Tax October,2019 (Pounds in millions)","No of Employee October,2019","Turnover November,2019 (Pounds in millions)","Pre-tax Profit November,2019 (Pounds in millions)","Tax November,2019 (Pounds in millions)","No of Employee November,2019","Turnover December,2019 (Pounds in millions)","Pre-tax Profit December,2019 (Pounds in millions)","Tax December,2019 (Pounds in millions)","No of Employee December,2019","Turnover January,2020 (Pounds in millions)","Pre-tax Profit January,2020 (Pounds in millions)","Tax Janauary,2020 (Pounds in millions)","No of Employee January,2020","Turnover Febuary,2020 (Pounds in millions)","Pre-tax Profit Febuary,2020 (Pounds in millions)","Tax Febuary,2020 (Pounds in millions)","No of Employee Febuary,2020","Turnover March,2020 (Pounds in millions)","Pre-tax Profit March,2020 (Pounds in millions)","Tax March,2020 (Pounds in millions)","No of Employee March,2020","Turnover April,2020 (Pounds in millions)","Pre-tax Profit April,2020 (Pounds in millions)","Tax April,2020 (Pounds in millions)","No of Employee April,2020","Turnover May,2020 (Pounds in millions)","Pre-tax Profit May,2020 (Pounds in millions)","Tax May,2020 (Pounds in millions)","No of Employee May,2020","Turnover June,2020 (Pounds in millions)","Pre-Tax June,2020 (Pounds in millions)","Tax June,2020 (Pounds in millions)","No of Employee June,2020","Turnover July,2020 (Pounds in millions)","Pre-Tax July,2020 (Pounds in millions)","Tax July,2020 (Pounds in millions)","No of Employee July,2020","Turnover August,2020 (Pounds in millions)","Pre-Tax August,2020 (Pounds in millions)","Tax August,2020 (Pounds in millions)","No of Employee August,2020","Turnover September,2020 (Pounds in millions)","Pre-Tax September,2020 (Pounds in millions)","Tax September,2020 (Pounds in millions)","No of Employee September,2020","Turnover October,2020 (Pounds in millions)","Pre-Tax October,2020 (Pounds in millions)","Tax October,2020 (Pounds in millions)","No of Employee October,2020","Turnover November,2020 (Pounds in millions)","Pre-Tax November,2020 (Pounds in millions)","Tax November,2020 (Pounds in millions)","No of Employee November,2020","Turnover December,2020 (Pounds in millions)","Pre-Tax December,2020 (Pounds in millions)","Tax December,2020 (Pounds in millions)","No of Employee December,2020","Turnover January,2021 (Pounds in millions)","Pre-Tax January,2021 (Pounds in millions)","Tax January,2021 (Pounds in millions)","No of Employee January,2021","Turnover Febuary,2021 (Pounds in millions)","Pre-Tax Febuary,2021 (Pounds in millions)","Tax Febuary,2021 (Pounds in millions)","No of Employee Febuary,2021","Turnover March,2021 (Pounds in millions)","Pre-Tax March,2021 (Pounds in millions)","Tax March,2021 (Pounds in millions)","No of Employee March,2021","Turnover April,2021 (Pounds in millions)","Pre-Tax April,2021 (Pounds in millions)","Tax April,2021 (Pounds in millions)","No of Employee April,2021","Turnover May,2021 (Pounds in millions)","Pre-Tax May,2021 (Pounds in millions)","Tax May,2021 (Pounds in millions)","No of Employee May,2021","Turnover June,2021 (Pounds in millions)","Pre-Tax June,2021 (Pounds in millions)","Tax June,2021 (Pounds in millions)","No of Employee June,2021","Turnover July,2021 (Pounds in millions)","Pre-Tax July,2021 (Pounds in millions)","Tax July,2021 (Pounds in millions)","No of Employee July,2021","Turnover August,2021 (Pounds in millions)","Pre-Tax August,2021 (Pounds in millions)","Tax August,2021 (Pounds in millions)","No of Employee August,2021","Turnover September,2021 (Pounds in millions)","Pre-Tax September,2021 (Pounds in millions)","Tax September,2021 (Pounds in millions)","No of Employee September,2021","Turnover October,2021 (Pounds in millions)","Pre-Tax October,2021 (Pounds in millions)","Tax October,2021 (Pounds in millions)","No of Employee October,2021","Turnover November,2021 (Pounds in millions)","Pre-Tax November,2021 (Pounds in millions)","Tax November,2021 (Pounds in millions)","No of Employee November,2021","Turnover December,2021 (Pounds in millions)","Pre-Tax December,2021 (Pounds in millions)","Tax December,2021 (Pounds in millions)","No of Employee Dcember,2021","Turnover January,2022 (Pounds in millions)","Pre-Tax January,2022 (Pounds in millions)","Tax January,2022 (Pounds in millions)","No of Employee January,2022","Turnover Febuary,2022 (Pounds in millions)","Pre-Tax Febuary,2022 (Pounds in millions)","Tax Febuary,2022 (Pounds in millions)","No of Employee Febuary,2022","Turnover March,2022(Pounds in millions)",Pre-Tax March2022 (Pounds in millions),"Tax March,2022 (Pounds in millions)","No of Employee March,2022","Turnover April,2022 (Pounds in millions)","Pre-Tax April,2022 (Pounds in millions)","Tax April,2022 (Pounds in millions)","No of Employee April,2022","Turnover May,2022 (Pounds in millions)","Pre-Tax May,2022 (Pounds in millions)","Tax May,2022 (Pounds in millions)","No of Employee May,2022","Turnover June,2022 (Pounds in millions)","Pre-Tax June,2022 (Pounds in millions)","Tax June,2022 (Pounds in millions)","No of Employee June,2022","Turnover July,2022 (Pounds in millions)","Pre-Tax July,2022 (Pounds in millions)","Tax July,2022 (Pounds in millions)","No of Employee July,2022","Turnover August,2022 (Pounds in millions)","Pre-Tax August,2022 (Pounds in millions)","Tax August,2022 (Pounds in millions)","No of Employee August,2022","Turnover September,2022 (Pounds in millions)","Pre-Tax September,2022 (Pounds in millions)","Tax September,2022 (Pounds in millions)","No of Employee September,2022","Turnover October,2022 (Pounds in millions)","Pre-Tax October,2022 (Pounds in millions)","Tax October,2022 (Pounds in millions)","No of Employee October,2022","Turnover November,2022 (Pounds in millions)","Pre-Tax November,2022 (Pounds in millions)","Tax November,2022 (Pounds in millions)","No of Employee November,2022","Turnover December,2022 (Pounds in millions)","Pre-Tax December,2022 (Pounds in millions)","Tax December,2022 (Pounds in millions)","No of Employee December,2022","Turnover January,2023 (Pounds in millions)","Pre-Tax January,2023 (Pounds in millions)","Tax January,2023 (Pounds in millions)","No of Employee January,2023","Turnover Febuary,2023 (Pounds in millions)","Pre-tax Profit Febuary,2023 (Pounds in millions)","Tax Febuary,2023 (Pounds in millions)","No of Employee Febuary,2023",
WELCOME,Caernarfon,Furniture,12.5,1,0.13,27,12.88,1.10,0.22,27,13.38,1.21,0.24,27,1.10,0.22,27,14.38,1.16,0.23,27,14.88,1.12,0.22,29,15.50,1.12,0.22,29,16.00,1.10,0.22,29,16.25,1.16,0.23,29,16.75,1.10,0.22,29,16.88,1.12,0.22,29,17.21,1.16,0.23,29,17.72,1.17,0.23,29,18.39,1.19,0.24,29,19.13,1.21,0.24,29,19.70,1.24,0.25,29,20.49,1.30,0.26,30,21.31,1.12,0.22,31,21.74,1.10,0.22,31,22.82,1.43,0.29,31,23.28,1.44,0.29,31,23.75,1.56,0.31,31,23.98,1.18,0.24,31,24.46,1.21,0.24,31,24.71,1.45,0.29,31,24.93,1.58,0.32,31,25.15,1.71,0.34,31,25.28,1.88,0.38,31,25.48,1.92,0.38,31,25.66,1.96,0.39,31,25.82,2.01,0.40,31,26.02,2.20,0.44,31,26.23,2.26,0.45,33,26.39,2.08,0.42,33,26.62,2.20,0.44,33,26.76,2.06,0.41,33,26.89,2.16,0.43,33,26.95,2.20,0.44,33,27.19,2.29,0.46,33,28.00,2.36,0.47,33,28.28,2.43,0.49,33,28.54,2.45,0.49,33,29.39,2.50,0.50,33,29.69,2.31,0.46,33,30.28,2.40,0.48,33,30.89,2.49,0.50,33,31.51,2.59,0.52,33,32.14,2.70,0.54,33,32.78,2.14,0.43,33,33.11,2.33,0.47,33,33.44,2.20,0.44,35,33.74,2.29,0.46,35,34.08,2.34,0.47,35,34.35,2.38,0.48,35,34.66,2.45,0.49,35,34.93,2.60,0.52,35,38.43,2.52,0.50,35,38.77,2.49,0.50,36,39.16,2.54,0.51,37,39.51,2.64,0.53,37,39.91,3.17,0.63,37,40.27,3.80,0.76,37,
RHINO PRODUCTS,Deeside,"Van bars, racks and add-ons",9.8,1.5,0.20,34,10.09,1.65,0.33,34,10.49,1.82,0.36,34,1.65,0.33,34,11.27,1.73,0.35,34,11.66,1.68,0.34,36,12.15,1.69,0.34,36,12.54,1.65,0.33,36,12.74,1.73,0.35,36,13.13,1.65,0.33,36,13.23,1.68,0.34,36,13.49,1.73,0.35,36,13.89,1.75,0.35,36,14.42,1.78,0.36,36,15.00,1.82,0.36,36,15.45,1.85,0.37,36,16.07,1.95,0.39,37,16.71,1.68,0.34,38,17.04,1.65,0.33,38,17.89,2.15,0.43,38,18.25,2.16,0.43,38,18.62,2.34,0.47,38,18.80,1.77,0.35,38,19.18,1.82,0.36,38,19.37,2.18,0.44,38,19.55,2.37,0.47,38,19.72,2.56,0.51,38,19.82,2.82,0.56,38,19.98,2.88,0.58,38,20.12,2.93,0.59,38,20.24,3.02,0.60,38,20.40,3.29,0.66,38,20.56,3.39,0.68,40,20.69,3.11,0.62,40,20.87,3.29,0.66,40,20.98,3.08,0.62,40,21.08,3.24,0.65,40,21.13,3.30,0.66,40,21.32,3.43,0.69,40,21.95,3.54,0.71,40,22.17,3.64,0.73,40,22.37,3.68,0.74,40,23.05,3.75,0.75,40,23.28,3.46,0.69,40,23.74,3.60,0.72,40,24.22,3.74,0.75,40,24.70,3.89,0.78,40,25.19,4.05,0.81,40,25.70,3.21,0.64,40,25.96,3.49,0.70,40,26.21,3.30,0.66,42,26.45,3.43,0.69,42,26.72,3.50,0.70,42,26.93,3.57,0.71,42,27.17,3.68,0.74,42,27.39,3.90,0.78,42,30.13,3.79,0.76,42,30.40,3.74,0.75,43,30.70,3.81,0.76,44,30.98,3.96,0.79,44,31.29,4.75,0.95,44,31.57,5.70,1.14,44,
ESKDALEMUIR FORESTRY,Wrexham,Forests and farming,8.4,3.9,0.51,32,8.65,4.29,0.86,32,8.99,4.72,0.94,32,4.29,0.86,32,9.66,4.50,0.90,32,10.00,4.38,0.88,34,10.42,4.38,0.88,34,10.75,4.30,0.86,34,10.92,4.50,0.90,34,11.26,4.29,0.86,34,11.34,4.38,0.88,34,11.57,4.51,0.90,34,11.91,4.55,0.91,34,12.36,4.63,0.93,34,12.86,4.73,0.95,34,13.24,4.82,0.96,34,13.77,5.06,1.01,35,14.32,4.38,0.88,36,14.61,4.29,0.86,36,15.34,5.58,1.12,36,15.64,5.62,1.12,36,15.96,6.07,1.21,36,16.12,4.59,0.92,36,16.44,4.72,0.94,36,16.60,5.66,1.13,36,16.75,6.17,1.23,36,16.90,6.67,1.33,36,16.99,7.33,1.47,36,17.12,7.48,1.50,36,17.24,7.63,1.53,36,17.35,7.86,1.57,36,17.49,8.57,1.71,36,17.63,8.82,1.76,38,17.73,8.09,1.62,38,17.89,8.57,1.71,38,17.98,8.02,1.60,38,18.07,8.42,1.68,38,18.11,8.58,1.72,38,18.27,8.93,1.79,38,18.82,9.20,1.84,38,19.01,9.47,1.89,38,19.18,9.57,1.91,38,19.75,9.76,1.95,38,19.95,8.99,1.80,38,20.35,9.35,1.87,38,20.76,9.73,1.95,38,21.17,10.12,2.02,38,21.60,10.52,2.10,38,22.03,8.34,1.67,38,22.25,9.09,1.82,38,22.47,8.59,1.72,40,22.67,8.93,1.79,40,22.90,9.11,1.82,40,23.08,9.29,1.86,40,23.29,9.57,1.91,40,23.48,10.14,2.03,40,25.82,9.85,1.97,40,26.06,9.72,1.94,41,26.32,9.90,1.98,42,26.55,10.30,2.06,42,26.82,12.36,2.47,42,27.06,14.83,2.97,42,
PARAMOUNT OFFICE INTERIORS,Cardiff,"Office design, fit-out and furniture",13.8,0.4,0.05,16,14.21,0.44,0.09,16,14.77,0.48,0.10,16,0.44,0.09,16,15.87,0.46,0.09,16,16.42,0.45,0.09,18,17.11,0.45,0.09,18,17.66,0.44,0.09,18,17.94,0.46,0.09,18,18.49,0.44,0.09,18,18.63,0.45,0.09,18,19.00,0.46,0.09,18,19.56,0.47,0.09,18,20.31,0.48,0.10,18,21.12,0.48,0.10,18,21.75,0.49,0.10,18,22.62,0.52,0.10,19,23.53,0.45,0.09,20,24.00,0.44,0.09,20,25.20,0.57,0.11,20,25.70,0.58,0.12,20,26.22,0.62,0.12,20,26.48,0.47,0.09,20,27.01,0.48,0.10,20,27.28,0.58,0.12,20,27.52,0.63,0.13,20,27.77,0.68,0.14,20,27.91,0.75,0.15,20,28.13,0.77,0.15,20,28.33,0.78,0.16,20,28.50,0.81,0.16,20,28.73,0.88,0.18,20,28.96,0.90,0.18,22,29.13,0.83,0.17,22,29.39,0.88,0.18,22,29.54,0.82,0.16,22,29.69,0.86,0.17,22,29.75,0.88,0.18,22,30.02,0.92,0.18,22,30.92,0.94,0.19,22,31.23,0.97,0.19,22,31.51,0.98,0.20,22,32.45,1.00,0.20,22,32.78,0.92,0.18,22,33.43,0.96,0.19,22,34.10,1.00,0.20,22,34.78,1.04,0.21,22,35.48,1.08,0.22,22,36.19,0.85,0.17,22,36.55,0.93,0.19,22,36.91,0.88,0.18,24,37.25,0.92,0.18,24,37.62,0.93,0.19,24,37.92,0.95,0.19,24,38.26,0.98,0.20,24,38.57,1.04,0.21,24,42.42,1.01,0.20,24,42.81,1.00,0.20,25,43.23,1.02,0.20,26,43.62,1.06,0.21,26,44.06,1.27,0.25,26,44.46,1.52,0.30,26,
CMC PARTNERSHIP (UK),Monmouth,"Interim management, management consultancy and training",13.8,0.4,0.05,17,14.21,0.44,0.09,17,14.77,0.48,0.10,17,0.44,0.09,17,15.87,0.46,0.09,17,16.42,0.45,0.09,19,17.11,0.45,0.09,19,17.66,0.44,0.09,19,17.94,0.46,0.09,19,18.49,0.44,0.09,19,18.63,0.45,0.09,19,19.00,0.46,0.09,19,19.56,0.47,0.09,19,20.31,0.48,0.10,19,21.12,0.48,0.10,19,21.75,0.49,0.10,19,22.62,0.52,0.10,20,23.53,0.45,0.09,21,24.00,0.44,0.09,21,25.20,0.57,0.11,21,25.70,0.58,0.12,21,26.22,0.62,0.12,21,26.48,0.47,0.09,21,27.01,0.48,0.10,21,27.28,0.58,0.12,21,27.52,0.63,0.13,21,27.77,0.68,0.14,21,27.91,0.75,0.15,21,28.13,0.77,0.15,21,28.33,0.78,0.16,21,28.50,0.81,0.16,21,28.73,0.88,0.18,21,28.96,0.90,0.18,23,29.13,0.83,0.17,23,29.39,0.88,0.18,23,29.54,0.82,0.16,23,29.69,0.86,0.17,23,29.75,0.88,0.18,23,30.02,0.92,0.18,23,30.92,0.94,0.19,23,31.23,0.97,0.19,23,31.51,0.98,0.20,23,32.45,1.00,0.20,23,32.78,0.92,0.18,23,33.43,0.96,0.19,23,34.10,1.00,0.20,23,34.78,1.04,0.21,23,35.48,1.08,0.22,23,36.19,0.85,0.17,23,36.55,0.93,0.19,23,36.91,0.88,0.18,25,37.25,0.92,0.18,25,37.62,0.93,0.19,25,37.92,0.95,0.19,25,38.26,0.98,0.20,25,38.57,1.04,0.21,25,42.42,1.01,0.20,25,42.81,1.00,0.20,26,43.23,1.02,0.20,27,43.62,1.06,0.21,27,44.06,1.27,0.25,27,44.46,1.52,0.30,27,
ENCON CONSTRUCTION,Cardiff,Civil engineering and construction,12.5,0.4,0.05,17,12.88,0.44,0.09,17,13.38,0.48,0.10,17,0.44,0.09,17,14.38,0.46,0.09,17,14.88,0.45,0.09,19,15.50,0.45,0.09,19,16.00,0.44,0.09,19,16.25,0.46,0.09,19,16.75,0.44,0.09,19,16.88,0.45,0.09,19,17.21,0.46,0.09,19,17.72,0.47,0.09,19,18.39,0.48,0.10,19,19.13,0.48,0.10,19,19.70,0.49,0.10,19,20.49,0.52,0.10,20,21.31,0.45,0.09,21,21.74,0.44,0.09,21,22.82,0.57,0.11,21,23.28,0.58,0.12,21,23.75,0.62,0.12,21,23.98,0.47,0.09,21,24.46,0.48,0.10,21,24.71,0.58,0.12,21,24.93,0.63,0.13,21,25.15,0.68,0.14,21,25.28,0.75,0.15,21,25.48,0.77,0.15,21,25.66,0.78,0.16,21,25.82,0.81,0.16,21,26.02,0.88,0.18,21,26.23,0.90,0.18,23,26.39,0.83,0.17,23,26.62,0.88,0.18,23,26.76,0.82,0.16,23,26.89,0.86,0.17,23,26.95,0.88,0.18,23,27.19,0.92,0.18,23,28.00,0.94,0.19,23,28.28,0.97,0.19,23,28.54,0.98,0.20,23,29.39,1.00,0.20,23,29.69,0.92,0.18,23,30.28,0.96,0.19,23,30.89,1.00,0.20,23,31.51,1.04,0.21,23,32.14,1.08,0.22,23,32.78,0.85,0.17,23,33.11,0.93,0.19,23,33.44,0.88,0.18,25,33.74,0.92,0.18,25,34.08,0.93,0.19,25,34.35,0.95,0.19,25,34.66,0.98,0.20,25,34.93,1.04,0.21,25,38.43,1.01,0.20,25,38.77,1.00,0.20,26,39.16,1.02,0.20,27,39.51,1.06,0.21,27,39.91,1.27,0.25,27,40.27,1.52,0.30,27,
CL JONES (HOLDING),Bangor,Building materials,9.9,0.6,0.08,41,10.20,0.66,0.13,41,10.59,0.73,0.15,41,0.66,0.13,41,11.39,0.69,0.14,41,11.78,0.67,0.13,43,12.28,0.67,0.13,43,12.67,0.66,0.13,43,12.87,0.69,0.14,43,13.27,0.66,0.13,43,13.37,0.67,0.13,43,13.63,0.69,0.14,43,14.03,0.70,0.14,43,14.57,0.71,0.14,43,15.15,0.73,0.15,43,15.61,0.74,0.15,43,16.23,0.78,0.16,44,16.88,0.67,0.13,45,17.22,0.66,0.13,45,18.08,0.86,0.17,45,18.44,0.86,0.17,45,18.81,0.93,0.19,45,19.00,0.71,0.14,45,19.38,0.73,0.15,45,19.57,0.87,0.17,45,19.74,0.95,0.19,45,19.92,1.03,0.21,45,20.02,1.13,0.23,45,20.18,1.15,0.23,45,20.32,1.17,0.23,45,20.45,1.21,0.24,45,20.61,1.32,0.26,45,20.77,1.36,0.27,47,20.90,1.25,0.25,47,21.09,1.32,0.26,47,21.19,1.23,0.25,47,21.30,1.29,0.26,47,21.34,1.32,0.26,47,21.53,1.37,0.27,47,22.18,1.41,0.28,47,22.40,1.46,0.29,47,22.60,1.47,0.29,47,23.28,1.50,0.30,47,23.51,1.38,0.28,47,23.98,1.44,0.29,47,24.46,1.50,0.30,47,24.95,1.56,0.31,47,25.45,1.62,0.32,47,25.96,1.28,0.26,47,26.22,1.40,0.28,47,26.48,1.32,0.26,49,26.72,1.37,0.27,49,26.99,1.40,0.28,49,27.20,1.43,0.29,49,27.45,1.47,0.29,49,27.67,1.56,0.31,49,30.43,1.51,0.30,49,30.71,1.50,0.30,50,31.02,1.52,0.30,51,31.30,1.58,0.32,51,31.61,1.90,0.38,51,31.89,2.28,0.46,51,
CHEMSPEC (EAST ANGLIA),Cardiff,Agricultural chemicals,7.6,1.1,0.14,22,7.83,1.21,0.24,22,8.13,1.33,0.27,22,1.21,0.24,22,8.74,1.27,0.25,22,9.04,1.23,0.25,24,9.42,1.24,0.25,24,9.73,1.21,0.24,24,9.88,1.27,0.25,24,10.18,1.21,0.24,24,10.26,1.23,0.25,24,10.47,1.27,0.25,24,10.77,1.28,0.26,24,11.18,1.31,0.26,24,11.63,1.33,0.27,24,11.98,1.36,0.27,24,12.46,1.43,0.29,25,12.96,1.23,0.25,26,13.22,1.21,0.24,26,13.88,1.57,0.31,26,14.15,1.59,0.32,26,14.44,1.71,0.34,26,14.58,1.29,0.26,26,14.87,1.33,0.27,26,15.02,1.60,0.32,26,15.16,1.74,0.35,26,15.29,1.88,0.38,26,15.37,2.07,0.41,26,15.49,2.11,0.42,26,15.60,2.15,0.43,26,15.70,2.22,0.44,26,15.82,2.42,0.48,26,15.95,2.49,0.50,28,16.04,2.28,0.46,28,16.19,2.42,0.48,28,16.27,2.26,0.45,28,16.35,2.37,0.47,28,16.38,2.42,0.48,28,16.53,2.52,0.50,28,17.03,2.59,0.52,28,17.20,2.67,0.53,28,17.35,2.70,0.54,28,17.87,2.75,0.55,28,18.05,2.54,0.51,28,18.41,2.64,0.53,28,18.78,2.74,0.55,28,19.16,2.85,0.57,28,19.54,2.97,0.59,28,19.93,2.35,0.47,28,20.13,2.56,0.51,28,20.33,2.42,0.48,30,20.51,2.52,0.50,30,20.72,2.57,0.51,30,20.88,2.62,0.52,30,21.07,2.70,0.54,30,21.24,2.86,0.57,30,23.36,2.78,0.56,30,23.57,2.74,0.55,31,23.81,2.79,0.56,32,24.02,2.91,0.58,32,24.26,3.49,0.70,32,24.48,4.18,0.84,32,
VITTORIA HEALTHCARE,Deeside,Pharmacies,13.6,2.1,0.27,44,14.01,2.31,0.46,44,14.55,2.54,0.51,44,2.31,0.46,44,15.64,2.43,0.49,44,16.18,2.36,0.47,46,16.86,2.36,0.47,46,17.41,2.31,0.46,46,17.68,2.43,0.49,46,18.22,2.31,0.46,46,18.36,2.36,0.47,46,18.73,2.43,0.49,46,19.28,2.45,0.49,46,20.01,2.49,0.50,46,20.81,2.54,0.51,46,21.44,2.60,0.52,46,22.29,2.73,0.55,47,23.19,2.36,0.47,48,23.65,2.31,0.46,48,24.83,3.00,0.60,48,25.33,3.03,0.61,48,25.84,3.27,0.65,48,26.09,2.47,0.49,48,26.62,2.54,0.51,48,26.88,3.05,0.61,48,27.12,3.32,0.66,48,27.37,3.59,0.72,48,27.51,3.95,0.79,48,27.73,4.03,0.81,48,27.92,4.11,0.82,48,28.09,4.23,0.85,48,28.31,4.61,0.92,48,28.54,4.75,0.95,50,28.71,4.36,0.87,50,28.97,4.61,0.92,50,29.11,4.32,0.86,50,29.26,4.53,0.91,50,29.32,4.62,0.92,50,29.58,4.81,0.96,50,30.47,4.95,0.99,50,30.77,5.10,1.02,50,31.05,5.15,1.03,50,31.98,5.25,1.05,50,32.30,4.84,0.97,50,32.95,5.04,1.01,50,33.61,5.24,1.05,50,34.28,5.45,1.09,50,34.96,5.67,1.13,50,35.66,4.49,0.90,50,36.02,4.89,0.98,50,36.38,4.62,0.92,52,36.71,4.81,0.96,52,37.07,4.90,0.98,52,37.37,5.00,1.00,52,37.71,5.15,1.03,52,38.01,5.46,1.09,52,41.81,5.30,1.06,52,42.19,5.23,1.05,53,42.61,5.33,1.07,54,42.99,5.55,1.11,54,43.42,6.66,1.33,54,43.81,7.99,1.60,54,
MONTAGNE JEUNESSE INTERNATIONAL,Port Talbot,Face packs and related products distributor,13,1.3,0.17,54,13.39,1.43,0.29,54,13.91,1.57,0.31,54,1.43,0.29,54,14.95,1.50,0.30,54,15.47,1.46,0.29,56,16.12,1.46,0.29,56,16.64,1.43,0.29,56,16.90,1.50,0.30,56,17.42,1.43,0.29,56,17.55,1.46,0.29,56,17.90,1.50,0.30,56,18.43,1.52,0.30,56,19.13,1.54,0.31,56,19.89,1.58,0.32,56,20.49,1.61,0.32,56,21.31,1.69,0.34,57,22.16,1.46,0.29,58,22.61,1.43,0.29,58,23.74,1.86,0.37,58,24.21,1.87,0.37,58,24.70,2.02,0.40,58,24.94,1.53,0.31,58,25.44,1.57,0.31,58,25.70,1.89,0.38,58,25.93,2.06,0.41,58,26.16,2.22,0.44,58,26.29,2.44,0.49,58,26.50,2.49,0.50,58,26.69,2.54,0.51,58,26.85,2.62,0.52,58,27.06,2.86,0.57,58,27.28,2.94,0.59,60,27.44,2.70,0.54,60,27.69,2.86,0.57,60,27.83,2.67,0.53,60,27.97,2.81,0.56,60,28.02,2.86,0.57,60,28.28,2.98,0.60,60,29.12,3.07,0.61,60,29.42,3.16,0.63,60,29.68,3.19,0.64,60,30.57,3.25,0.65,60,30.88,3.00,0.60,60,31.49,3.12,0.62,60,32.12,3.24,0.65,60,32.77,3.37,0.67,60,33.42,3.51,0.70,60,34.09,2.78,0.56,60,34.43,3.03,0.61,60,34.77,2.86,0.57,62,35.09,2.98,0.60,62,35.44,3.04,0.61,62,35.72,3.10,0.62,62,36.04,3.19,0.64,62,36.33,3.38,0.68,62,39.97,3.28,0.66,62,40.32,3.24,0.65,63,40.73,3.30,0.66,64,41.09,3.43,0.69,64,41.51,4.12,0.82,64,41.88,4.94,0.99,64,
